subject,trial,item,dimension,puzzle,choice,accuracy,rt
4137026,14,28,2,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T.jpeg,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T1_minimal_difference.jpeg,1,26.424
4137026,15,39,2,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T.jpeg,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T2_paired_difference.jpeg,0,26.457
4137026,16,10,3,10_triple__000012221120010002000000_shape_set_4_T.jpeg,10_triple__000012221120010002000000_shape_set_4_T1_paired_difference.jpeg,1,25.904
4140729,1,2,1,2_double__0000020001001020_shape_set_17_T.jpeg,2_double__0000020001001020_shape_set_17_T1_paired_difference.jpeg,1,4.574
4140729,2,3,1,3_clockwork3_single__000011010200_shape_set_20_T.jpeg,3_clockwork3_single__000011010200_shape_set_20_T1_paired_difference.jpeg,1,2.916
4140729,3,4,1,4_flower_single__02001220000001000200_shape_set_4_T.jpeg,4_flower_single__02001220000001000200_shape_set_4_T1_paired_difference.jpeg,1,4.215
4140729,4,5,1,5_grid_single__0000000010200000_shape_set_17_T.jpeg,5_grid_single__0000000010200000_shape_set_17_T1_minimal_difference.jpeg,1,2.506
4140729,5,7,1,7_flower_single__01000200020012200200_shape_set_4_T.jpeg,7_flower_single__01000200020012200200_shape_set_4_T1_minimal_difference.jpeg,1,3.306
4140729,6,8,1,8_grid_single__0100000000001111_shape_set_17_T.jpeg,8_grid_single__0100000000001111_shape_set_17_T1_paired_difference.jpeg,1,7.386
4140729,7,9,1,9_flower_single__10020000020001000200_shape_set_20_T.jpeg,9_flower_single__10020000020001000200_shape_set_20_T1_paired_difference.jpeg,1,9.413
4140729,8,1,2,1_single__101010001010_shape_set_4_T.jpeg,1_single__101010001010_shape_set_4_T1_minimal_difference.jpeg,1,2.139
4140729,9,6,2,6_single__121210101222_shape_set_20_T.jpeg,6_single__121210101222_shape_set_20_T4_minimal_difference.jpeg,0,12.276
4140729,10,19,2,19_single__101112201212_shape_set_4_T.jpeg,19_single__101112201212_shape_set_4_T1_minimal_difference.jpeg,1,16.932
4140729,11,20,2,20_double__1221010010220000_shape_set_17_T.jpeg,20_double__1221010010220000_shape_set_17_T3_paired_difference.jpeg,0,9.926
4140729,12,22,2,22_single__112212211220_shape_set_4_T.jpeg,22_single__112212211220_shape_set_4_T1_minimal_difference.jpeg,1,6.411
4140729,13,25,2,25_clockwork3_single__112110110000_shape_set_4_T.jpeg,25_clockwork3_single__112110110000_shape_set_4_T1_paired_difference.jpeg,1,10.662
4140729,14,28,2,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T.jpeg,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T2_paired_difference.jpeg,0,5.988
4140729,15,39,2,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T.jpeg,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T2_paired_difference.jpeg,0,9.513
4140729,16,10,3,10_triple__000012221120010002000000_shape_set_4_T.jpeg,10_triple__000012221120010002000000_shape_set_4_T3_paired_difference.jpeg,0,12.049
4140729,17,11,3,11_grid_single__1220111101001121_shape_set_17_T.jpeg,11_grid_single__1220111101001121_shape_set_17_T3_minimal_difference.jpeg,0,7.671
4140729,18,13,3,13_flower_single__01001221122102001122_shape_set_4_T.jpeg,13_flower_single__01001221122102001122_shape_set_4_T4_minimal_difference.jpeg,0,14.259
4140729,19,15,3,15_double__0000110211121011_shape_set_20_T.jpeg,15_double__0000110211121011_shape_set_20_T3_paired_difference.jpeg,0,7.808
4140729,20,18,3,18_flower_double__1022102200000100010000000200122101000000_shape_set_20_T.jpeg,18_flower_double__1022102200000100010000000200122101000000_shape_set_20_T3_minimal_difference.jpeg,0,15.982
4140729,21,27,3,27_double__1020020012121122_shape_set_20_T.jpeg,27_double__1020020012121122_shape_set_20_T1_paired_difference.jpeg,1,13.424
4140729,22,31,3,31_flower_double__0200010011120100020012110000000002001102_shape_set_4_T.jpeg,31_flower_double__0200010011120100020012110000000002001102_shape_set_4_T3_minimal_difference.jpeg,0,10.082
4140729,23,12,4,12_double__1212102211111221_shape_set_20_T.jpeg,12_double__1212102211111221_shape_set_20_T2_minimal_difference.jpeg,0,6.554
4140729,24,16,4,16_grid_single__1012121112021101_shape_set_4_T.jpeg,16_grid_single__1012121112021101_shape_set_4_T1_minimal_difference.jpeg,1,9.481
4140729,25,17,4,17_double__1222110111201012_shape_set_17_T.jpeg,17_double__1222110111201012_shape_set_17_T2_minimal_difference.jpeg,0,11.877
4141394,1,2,1,2_double__0000020001001020_shape_set_17_T.jpeg,2_double__0000020001001020_shape_set_17_T2_minimal_difference.jpeg,0,6.865
4141394,2,3,1,3_clockwork3_single__000011010200_shape_set_20_T.jpeg,3_clockwork3_single__000011010200_shape_set_20_T1_minimal_difference.jpeg,1,2.556
4141394,3,4,1,4_flower_single__02001220000001000200_shape_set_4_T.jpeg,4_flower_single__02001220000001000200_shape_set_4_T1_minimal_difference.jpeg,1,5.307
4141394,4,5,1,5_grid_single__0000000010200000_shape_set_17_T.jpeg,5_grid_single__0000000010200000_shape_set_17_T1_paired_difference.jpeg,1,2.977
4141394,5,7,1,7_flower_single__01000200020012200200_shape_set_4_T.jpeg,7_flower_single__01000200020012200200_shape_set_4_T1_minimal_difference.jpeg,1,3.204
4141394,6,8,1,8_grid_single__0100000000001111_shape_set_17_T.jpeg,8_grid_single__0100000000001111_shape_set_17_T1_minimal_difference.jpeg,1,3.257
4141394,7,9,1,9_flower_single__10020000020001000200_shape_set_20_T.jpeg,9_flower_single__10020000020001000200_shape_set_20_T1_minimal_difference.jpeg,1,5.406
4141394,8,1,2,1_single__101010001010_shape_set_4_T.jpeg,1_single__101010001010_shape_set_4_T1_paired_difference.jpeg,1,2.637
4141394,9,6,2,6_single__121210101222_shape_set_20_T.jpeg,6_single__121210101222_shape_set_20_T1_paired_difference.jpeg,1,2.75
4141394,10,19,2,19_single__101112201212_shape_set_4_T.jpeg,19_single__101112201212_shape_set_4_T1_paired_difference.jpeg,1,4.094
4141394,11,20,2,20_double__1221010010220000_shape_set_17_T.jpeg,20_double__1221010010220000_shape_set_17_T3_minimal_difference.jpeg,0,3.307
4141394,12,22,2,22_single__112212211220_shape_set_4_T.jpeg,22_single__112212211220_shape_set_4_T2_paired_difference.jpeg,0,2.477
4141394,13,25,2,25_clockwork3_single__112110110000_shape_set_4_T.jpeg,25_clockwork3_single__112110110000_shape_set_4_T3_paired_difference.jpeg,0,3.114
4141394,14,28,2,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T.jpeg,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T4_paired_difference.jpeg,0,7.151
4141394,15,39,2,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T.jpeg,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T1_minimal_difference.jpeg,1,5.521
4141394,16,10,3,10_triple__000012221120010002000000_shape_set_4_T.jpeg,10_triple__000012221120010002000000_shape_set_4_T2_minimal_difference.jpeg,0,3.734
4141394,17,11,3,11_grid_single__1220111101001121_shape_set_17_T.jpeg,11_grid_single__1220111101001121_shape_set_17_T4_paired_difference.jpeg,0,3.573
4141394,18,13,3,13_flower_single__01001221122102001122_shape_set_4_T.jpeg,13_flower_single__01001221122102001122_shape_set_4_T4_paired_difference.jpeg,0,7.294
4141394,19,15,3,15_double__0000110211121011_shape_set_20_T.jpeg,15_double__0000110211121011_shape_set_20_T2_minimal_difference.jpeg,0,5.617
4141394,20,18,3,18_flower_double__1022102200000100010000000200122101000000_shape_set_20_T.jpeg,18_flower_double__1022102200000100010000000200122101000000_shape_set_20_T1_minimal_difference.jpeg,1,3.917
4141394,21,27,3,27_double__1020020012121122_shape_set_20_T.jpeg,27_double__1020020012121122_shape_set_20_T1_paired_difference.jpeg,1,2.418
4141394,22,31,3,31_flower_double__0200010011120100020012110000000002001102_shape_set_4_T.jpeg,31_flower_double__0200010011120100020012110000000002001102_shape_set_4_T4_minimal_difference.jpeg,0,2.805
4141394,23,12,4,12_double__1212102211111221_shape_set_20_T.jpeg,12_double__1212102211111221_shape_set_20_T1_paired_difference.jpeg,1,2.409
4141394,24,16,4,16_grid_single__1012121112021101_shape_set_4_T.jpeg,16_grid_single__1012121112021101_shape_set_4_T1_paired_difference.jpeg,1,6.097
4141394,25,17,4,17_double__1222110111201012_shape_set_17_T.jpeg,17_double__1222110111201012_shape_set_17_T1_minimal_difference.jpeg,1,3.006
4141394,26,23,4,23_grid_single__1110120212111121_shape_set_17_T.jpeg,23_grid_single__1110120212111121_shape_set_17_T2_minimal_difference.jpeg,0,4.533
4141394,27,40,4,40_grid_double__02000000010011100200020010211111_shape_set_4_T.jpeg,40_grid_double__02000000010011100200020010211111_shape_set_4_T2_minimal_difference.jpeg,0,2.98
4141394,28,42,4,42_double__1111101211021120_shape_set_20_T.jpeg,42_double__1111101211021120_shape_set_20_T1_paired_difference.jpeg,1,1.268
4141394,29,14,5,14_triple__112110100000000010021222_shape_set_17_T.jpeg,14_triple__112110100000000010021222_shape_set_17_T2_minimal_difference.jpeg,0,1.987
4141394,30,26,5,26_grid_triple__000000000000112102000100020000000200000011221121_shape_set_17_T.jpeg,26_grid_triple__000000000000112102000100020000000200000011221121_shape_set_17_T2_minimal_difference.jpeg,0,1.95
4141394,31,52,5,52_flower_single__12121202111010011122_shape_set_4_T.jpeg,52_flower_single__12121202111010011122_shape_set_4_T2_minimal_difference.jpeg,0,1.754
4141394,32,59,5,59_flower_single__11211110102010011122_shape_set_17_T.jpeg,59_flower_single__11211110102010011122_shape_set_17_T4_paired_difference.jpeg,0,2.257
4141394,33,36,6,36_triple__111212011010112010220100_shape_set_20_T.jpeg,36_triple__111212011010112010220100_shape_set_20_T1_paired_difference.jpeg,1,1.931
4141394,34,44,6,44_triple__120211201211000011101212_shape_set_17_T.jpeg,44_triple__120211201211000011101212_shape_set_17_T1_paired_difference.jpeg,1,2.814
4141394,35,46,6,46_triple__101112200200110212211001_shape_set_4_T.jpeg,46_triple__101112200200110212211001_shape_set_4_T4_paired_difference.jpeg,0,1.244
4141394,36,54,6,54_grid_double__01001121120112110100100212100100_shape_set_20_T.jpeg,54_grid_double__01001121120112110100100212100100_shape_set_20_T3_minimal_difference.jpeg,0,1.372
4141394,37,21,7,21_triple__100111201112121010221202_shape_set_20_T.jpeg,21_triple__100111201112121010221202_shape_set_20_T4_paired_difference.jpeg,0,1.47
4141394,38,24,7,24_grid_triple__010011220200122002000200100110021212000001000200_shape_set_20_T.jpeg,24_grid_triple__010011220200122002000200100110021212000001000200_shape_set_20_T2_minimal_difference.jpeg,0,5.532
4141394,39,29,7,29_grid_double__10121011111012010000102012020000_shape_set_17_T.jpeg,29_grid_double__10121011111012010000102012020000_shape_set_17_T3_minimal_difference.jpeg,0,2.538
4141394,40,35,8,35_grid_triple__122112021120000000001010010001001022110101000100_shape_set_17_T.jpeg,35_grid_triple__122112021120000000001010010001001022110101000100_shape_set_17_T3_paired_difference.jpeg,0,2.363
4143881,1,2,1,2_double__0000020001001020_shape_set_17_T.jpeg,2_double__0000020001001020_shape_set_17_T1_minimal_difference.jpeg,1,3.097
4143881,2,3,1,3_clockwork3_single__000011010200_shape_set_20_T.jpeg,3_clockwork3_single__000011010200_shape_set_20_T1_minimal_difference.jpeg,1,2.238
4143881,3,4,1,4_flower_single__02001220000001000200_shape_set_4_T.jpeg,4_flower_single__02001220000001000200_shape_set_4_T1_minimal_difference.jpeg,1,2.3
4143881,4,5,1,5_grid_single__0000000010200000_shape_set_17_T.jpeg,5_grid_single__0000000010200000_shape_set_17_T1_paired_difference.jpeg,1,1.673
4143881,5,7,1,7_flower_single__01000200020012200200_shape_set_4_T.jpeg,7_flower_single__01000200020012200200_shape_set_4_T1_minimal_difference.jpeg,1,1.94
4143881,6,8,1,8_grid_single__0100000000001111_shape_set_17_T.jpeg,8_grid_single__0100000000001111_shape_set_17_T1_paired_difference.jpeg,1,6.74
4143881,7,9,1,9_flower_single__10020000020001000200_shape_set_20_T.jpeg,9_flower_single__10020000020001000200_shape_set_20_T1_paired_difference.jpeg,1,3.257
4143881,8,1,2,1_single__101010001010_shape_set_4_T.jpeg,1_single__101010001010_shape_set_4_T1_paired_difference.jpeg,1,1.585
4143881,9,6,2,6_single__121210101222_shape_set_20_T.jpeg,6_single__121210101222_shape_set_20_T1_minimal_difference.jpeg,1,13.415
4143881,10,19,2,19_single__101112201212_shape_set_4_T.jpeg,19_single__101112201212_shape_set_4_T1_paired_difference.jpeg,1,6.484
4143881,11,20,2,20_double__1221010010220000_shape_set_17_T.jpeg,20_double__1221010010220000_shape_set_17_T1_paired_difference.jpeg,1,5.823
4143881,12,22,2,22_single__112212211220_shape_set_4_T.jpeg,22_single__112212211220_shape_set_4_T1_minimal_difference.jpeg,1,15.946
4143881,13,25,2,25_clockwork3_single__112110110000_shape_set_4_T.jpeg,25_clockwork3_single__112110110000_shape_set_4_T1_minimal_difference.jpeg,1,10.38
4143881,14,28,2,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T.jpeg,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T2_paired_difference.jpeg,0,12.507
4143881,16,10,3,10_triple__000012221120010002000000_shape_set_4_T.jpeg,10_triple__000012221120010002000000_shape_set_4_T1_paired_difference.jpeg,1,11.691
4143881,17,11,3,11_grid_single__1220111101001121_shape_set_17_T.jpeg,11_grid_single__1220111101001121_shape_set_17_T1_minimal_difference.jpeg,1,17.769
4143881,18,13,3,13_flower_single__01001221122102001122_shape_set_4_T.jpeg,13_flower_single__01001221122102001122_shape_set_4_T2_paired_difference.jpeg,0,28.222
4143881,19,15,3,15_double__0000110211121011_shape_set_20_T.jpeg,15_double__0000110211121011_shape_set_20_T4_minimal_difference.jpeg,0,19.453
4143881,20,18,3,18_flower_double__1022102200000100010000000200122101000000_shape_set_20_T.jpeg,18_flower_double__1022102200000100010000000200122101000000_shape_set_20_T1_minimal_difference.jpeg,1,29.366
4146077,1,2,1,2_double__0000020001001020_shape_set_17_T.jpeg,2_double__0000020001001020_shape_set_17_T1_minimal_difference.jpeg,1,3.313
4146077,2,3,1,3_clockwork3_single__000011010200_shape_set_20_T.jpeg,3_clockwork3_single__000011010200_shape_set_20_T1_paired_difference.jpeg,1,2.17
4146077,3,4,1,4_flower_single__02001220000001000200_shape_set_4_T.jpeg,4_flower_single__02001220000001000200_shape_set_4_T1_minimal_difference.jpeg,1,4.006
4146077,4,5,1,5_grid_single__0000000010200000_shape_set_17_T.jpeg,5_grid_single__0000000010200000_shape_set_17_T1_paired_difference.jpeg,1,1.829
4146077,5,7,1,7_flower_single__01000200020012200200_shape_set_4_T.jpeg,7_flower_single__01000200020012200200_shape_set_4_T1_paired_difference.jpeg,1,4.391
4146077,6,8,1,8_grid_single__0100000000001111_shape_set_17_T.jpeg,8_grid_single__0100000000001111_shape_set_17_T1_minimal_difference.jpeg,1,5.367
4146077,7,9,1,9_flower_single__10020000020001000200_shape_set_20_T.jpeg,9_flower_single__10020000020001000200_shape_set_20_T1_minimal_difference.jpeg,1,5.306
4146077,8,1,2,1_single__101010001010_shape_set_4_T.jpeg,1_single__101010001010_shape_set_4_T1_paired_difference.jpeg,1,2.792
4146077,9,6,2,6_single__121210101222_shape_set_20_T.jpeg,6_single__121210101222_shape_set_20_T1_minimal_difference.jpeg,1,10.591
4146077,10,19,2,19_single__101112201212_shape_set_4_T.jpeg,19_single__101112201212_shape_set_4_T4_minimal_difference.jpeg,0,5.624
4146077,11,20,2,20_double__1221010010220000_shape_set_17_T.jpeg,20_double__1221010010220000_shape_set_17_T1_minimal_difference.jpeg,1,8.525
4146077,12,22,2,22_single__112212211220_shape_set_4_T.jpeg,22_single__112212211220_shape_set_4_T1_paired_difference.jpeg,1,7.834
4146077,13,25,2,25_clockwork3_single__112110110000_shape_set_4_T.jpeg,25_clockwork3_single__112110110000_shape_set_4_T1_paired_difference.jpeg,1,8.274
4146077,14,28,2,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T.jpeg,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T1_minimal_difference.jpeg,1,20.265
4146077,15,39,2,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T.jpeg,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T1_minimal_difference.jpeg,1,15.743
4146077,16,10,3,10_triple__000012221120010002000000_shape_set_4_T.jpeg,10_triple__000012221120010002000000_shape_set_4_T1_minimal_difference.jpeg,1,13.063
4146077,17,11,3,11_grid_single__1220111101001121_shape_set_17_T.jpeg,11_grid_single__1220111101001121_shape_set_17_T4_paired_difference.jpeg,0,11.43
4146077,18,13,3,13_flower_single__01001221122102001122_shape_set_4_T.jpeg,13_flower_single__01001221122102001122_shape_set_4_T1_paired_difference.jpeg,1,16.281
4146077,19,15,3,15_double__0000110211121011_shape_set_20_T.jpeg,15_double__0000110211121011_shape_set_20_T1_paired_difference.jpeg,1,19.529
4146077,20,18,3,18_flower_double__1022102200000100010000000200122101000000_shape_set_20_T.jpeg,18_flower_double__1022102200000100010000000200122101000000_shape_set_20_T1_minimal_difference.jpeg,1,11.042
4146077,21,27,3,27_double__1020020012121122_shape_set_20_T.jpeg,27_double__1020020012121122_shape_set_20_T4_paired_difference.jpeg,0,13.281
4146077,22,31,3,31_flower_double__0200010011120100020012110000000002001102_shape_set_4_T.jpeg,31_flower_double__0200010011120100020012110000000002001102_shape_set_4_T3_minimal_difference.jpeg,0,26.853
4147386,1,2,1,2_double__0000020001001020_shape_set_17_T.jpeg,2_double__0000020001001020_shape_set_17_T1_paired_difference.jpeg,1,4.714
4147386,2,3,1,3_clockwork3_single__000011010200_shape_set_20_T.jpeg,3_clockwork3_single__000011010200_shape_set_20_T1_minimal_difference.jpeg,1,2.417
4147386,3,4,1,4_flower_single__02001220000001000200_shape_set_4_T.jpeg,4_flower_single__02001220000001000200_shape_set_4_T1_paired_difference.jpeg,1,3.889
4147386,4,5,1,5_grid_single__0000000010200000_shape_set_17_T.jpeg,5_grid_single__0000000010200000_shape_set_17_T1_paired_difference.jpeg,1,2.289
4147386,5,7,1,7_flower_single__01000200020012200200_shape_set_4_T.jpeg,7_flower_single__01000200020012200200_shape_set_4_T1_paired_difference.jpeg,1,4.399
4147386,6,8,1,8_grid_single__0100000000001111_shape_set_17_T.jpeg,8_grid_single__0100000000001111_shape_set_17_T1_paired_difference.jpeg,1,5.088
4147386,7,9,1,9_flower_single__10020000020001000200_shape_set_20_T.jpeg,9_flower_single__10020000020001000200_shape_set_20_T1_paired_difference.jpeg,1,4.391
4147386,8,1,2,1_single__101010001010_shape_set_4_T.jpeg,1_single__101010001010_shape_set_4_T1_paired_difference.jpeg,1,2.401
4147386,9,6,2,6_single__121210101222_shape_set_20_T.jpeg,6_single__121210101222_shape_set_20_T4_minimal_difference.jpeg,0,9.215
4147386,10,19,2,19_single__101112201212_shape_set_4_T.jpeg,19_single__101112201212_shape_set_4_T4_paired_difference.jpeg,0,5.784
4147386,11,20,2,20_double__1221010010220000_shape_set_17_T.jpeg,20_double__1221010010220000_shape_set_17_T1_minimal_difference.jpeg,1,12.105
4147386,12,22,2,22_single__112212211220_shape_set_4_T.jpeg,22_single__112212211220_shape_set_4_T1_paired_difference.jpeg,1,7.225
4147386,13,25,2,25_clockwork3_single__112110110000_shape_set_4_T.jpeg,25_clockwork3_single__112110110000_shape_set_4_T1_paired_difference.jpeg,1,9.433
4147386,14,28,2,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T.jpeg,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T2_minimal_difference.jpeg,0,7.786
4147386,15,39,2,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T.jpeg,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T2_minimal_difference.jpeg,0,15.967
4147386,16,10,3,10_triple__000012221120010002000000_shape_set_4_T.jpeg,10_triple__000012221120010002000000_shape_set_4_T4_minimal_difference.jpeg,0,13.949
4147386,17,11,3,11_grid_single__1220111101001121_shape_set_17_T.jpeg,11_grid_single__1220111101001121_shape_set_17_T3_minimal_difference.jpeg,0,18.103
4147386,18,13,3,13_flower_single__01001221122102001122_shape_set_4_T.jpeg,13_flower_single__01001221122102001122_shape_set_4_T3_minimal_difference.jpeg,0,15.918
4147386,19,15,3,15_double__0000110211121011_shape_set_20_T.jpeg,15_double__0000110211121011_shape_set_20_T1_minimal_difference.jpeg,1,20.082
4147386,20,18,3,18_flower_double__1022102200000100010000000200122101000000_shape_set_20_T.jpeg,18_flower_double__1022102200000100010000000200122101000000_shape_set_20_T4_minimal_difference.jpeg,0,15.112
4147386,21,27,3,27_double__1020020012121122_shape_set_20_T.jpeg,27_double__1020020012121122_shape_set_20_T1_paired_difference.jpeg,1,13.57
4147386,22,31,3,31_flower_double__0200010011120100020012110000000002001102_shape_set_4_T.jpeg,31_flower_double__0200010011120100020012110000000002001102_shape_set_4_T1_minimal_difference.jpeg,1,21.212
4148923,1,2,1,2_double__0000020001001020_shape_set_17_T.jpeg,2_double__0000020001001020_shape_set_17_T1_paired_difference.jpeg,1,4.275
4148923,2,3,1,3_clockwork3_single__000011010200_shape_set_20_T.jpeg,3_clockwork3_single__000011010200_shape_set_20_T1_minimal_difference.jpeg,1,2.19
4148923,3,4,1,4_flower_single__02001220000001000200_shape_set_4_T.jpeg,4_flower_single__02001220000001000200_shape_set_4_T1_paired_difference.jpeg,1,2.906
4148923,4,5,1,5_grid_single__0000000010200000_shape_set_17_T.jpeg,5_grid_single__0000000010200000_shape_set_17_T1_paired_difference.jpeg,1,2.142
4148923,5,7,1,7_flower_single__01000200020012200200_shape_set_4_T.jpeg,7_flower_single__01000200020012200200_shape_set_4_T1_paired_difference.jpeg,1,2.458
4148923,6,8,1,8_grid_single__0100000000001111_shape_set_17_T.jpeg,8_grid_single__0100000000001111_shape_set_17_T1_paired_difference.jpeg,1,4.319
4148923,7,9,1,9_flower_single__10020000020001000200_shape_set_20_T.jpeg,9_flower_single__10020000020001000200_shape_set_20_T1_minimal_difference.jpeg,1,4.624
4148923,8,1,2,1_single__101010001010_shape_set_4_T.jpeg,1_single__101010001010_shape_set_4_T1_minimal_difference.jpeg,1,2.092
4148923,9,6,2,6_single__121210101222_shape_set_20_T.jpeg,6_single__121210101222_shape_set_20_T3_minimal_difference.jpeg,0,5.936
4148923,10,19,2,19_single__101112201212_shape_set_4_T.jpeg,19_single__101112201212_shape_set_4_T1_minimal_difference.jpeg,1,8.102
4148923,11,20,2,20_double__1221010010220000_shape_set_17_T.jpeg,20_double__1221010010220000_shape_set_17_T1_paired_difference.jpeg,1,8.451
4148923,12,22,2,22_single__112212211220_shape_set_4_T.jpeg,22_single__112212211220_shape_set_4_T1_paired_difference.jpeg,1,4.345
4148923,13,25,2,25_clockwork3_single__112110110000_shape_set_4_T.jpeg,25_clockwork3_single__112110110000_shape_set_4_T2_paired_difference.jpeg,0,10.918
4148923,14,28,2,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T.jpeg,28_flower_double__0000122201000100000011220000020001000100_shape_set_4_T2_paired_difference.jpeg,0,11.984
4148923,15,39,2,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T.jpeg,39_flower_double__0100010001000000122001000000010012120200_shape_set_20_T3_minimal_difference.jpeg,0,8.546
4148923,16,10,3,10_triple__000012221120010002000000_shape_set_4_T.jpeg,10_triple__000012221120010002000000_shape_set_4_T1_minimal_difference.jpeg,1,6.857
4148923,17,11,3,11_grid_single__1220111101001121_shape_set_17_T.jpeg,11_grid_single__1220111101001121_shape_set_17_T1_paired_difference.jpeg,1,6.472
4148923,18,13,3,13_flower_single__01001221122102001122_shape_set_4_T.jpeg,13_flower_single__01001221122102001122_shape_set_4_T1_paired_difference.jpeg,1,16.401
4148923,19,15,3,15_double__0000110211121011_shape_set_20_T.jpeg,15_double__0000110211121011_shape_set_20_T4_paired_difference.jpeg,0,4.713
4148923,20,18,3,18_flower_double__1022102200000100010000000200122101000000_shape_set_20_T.jpeg,18_flower_double__1022102200000100010000000200122101000000_shape_set_20_T4_minimal_difference.jpeg,0,8.84
4148923,21,27,3,27_double__1020020012121122_shape_set_20_T.jpeg,27_double__1020020012121122_shape_set_20_T3_minimal_difference.jpeg,0,11.707
4148923,22,31,3,31_flower_double__0200010011120100020012110000000002001102_shape_set_4_T.jpeg,31_flower_double__0200010011120100020012110000000002001102_shape_set_4_T3_paired_difference.jpeg,0,12.189
4148923,23,12,4,12_double__1212102211111221_shape_set_20_T.jpeg,12_double__1212102211111221_shape_set_20_T1_paired_difference.jpeg,1,5.731
4148923,24,16,4,16_grid_single__1012121112021101_shape_set_4_T.jpeg,16_grid_single__1012121112021101_shape_set_4_T1_paired_difference.jpeg,1,6.224
4148923,25,17,4,17_double__1222110111201012_shape_set_17_T.jpeg,17_double__1222110111201012_shape_set_17_T3_minimal_difference.jpeg,0,10.159
4148923,26,23,4,23_grid_single__1110120212111121_shape_set_17_T.jpeg,23_grid_single__1110120212111121_shape_set_17_T1_paired_difference.jpeg,1,6.777
4148923,27,40,4,40_grid_double__02000000010011100200020010211111_shape_set_4_T.jpeg,40_grid_double__02000000010011100200020010211111_shape_set_4_T1_minimal_difference.jpeg,1,7.991
4148923,28,42,4,42_double__1111101211021120_shape_set_20_T.jpeg,42_double__1111101211021120_shape_set_20_T2_paired_difference.jpeg,0,9.516
4148923,29,14,5,14_triple__112110100000000010021222_shape_set_17_T.jpeg,14_triple__112110100000000010021222_shape_set_17_T1_minimal_difference.jpeg,1,7.393
4148923,30,26,5,26_grid_triple__000000000000112102000100020000000200000011221121_shape_set_17_T.jpeg,26_grid_triple__000000000000112102000100020000000200000011221121_shape_set_17_T4_paired_difference.jpeg,0,5.484
4149258,1,2,1,2_double__0000020001001020_shape_set_17_T.jpeg,2_double__0000020001001020_shape_set_17_T1_minimal_difference.jpeg,1,2.736
4149258,2,3,1,3_clockwork3_single__000011010200_shape_set_20_T.jpeg,3_clockwork3_single__000011010200_shape_set_20_T1_paired_difference.jpeg,1,1.541
4149258,3,4,1,4_flower_single__02001220000001000200_shape_set_4_T.jpeg,4_flower_single__02001220000001000200_shape_set_4_T1_minimal_difference.jpeg,1,3.9
4149258,4,5,1,5_grid_single__0000000010200000_shape_set_17_T.jpeg,5_grid_single__0000000010200000_shape_set_17_T1_minimal_difference.jpeg,1,1.832
4149258,5,7,1,7_flower_single__01000200020012200200_shape_set_4_T.jpeg,7_flower_single__01000200020012200200_shape_set_4_T1_minimal_difference.jpeg,1,2.979
4149258,6,8,1,8_grid_single__0100000000001111_shape_set_17_T.jpeg,8_grid_single__0100000000001111_shape_set_17_T1_paired_difference.jpeg,1,3.599
4149258,7,9,1,9_flower_single__10020000020001000200_shape_set_20_T.jpeg,9_flower_single__10020000020001000200_shape_set_20_T1_minimal_difference.jpeg,1,3.97
4149258,8,1,2,1_single__101010001010_shape_set_4_T.jpeg,1_single__101010001010_shape_set_4_T1_paired_difference.jpeg,1,1.837
4149258,9,6,2,6_single__121210101222_shape_set_20_T.jpeg,6_single__121210101222_shape_set_20_T4_minimal_difference.jpeg,0,5.128
4149258,10,19,2,19_single__101112201212_shape_set_4_T.jpeg,19_single__101112201212_shape_set_4_T4_minimal_difference.jpeg,0,4.74
4149258,11,20,2,20_double__1221010010220000_shape_set_17_T.jpeg,20_double__1221010010220000_shape_set_17_T1_minimal_difference.jpeg,1,9.284
4149258,12,22,2,22_single__112212211220_shape_set_4_T.jpeg,22_single__112212211220_shape_set_4_T1_minimal_difference.jpeg,1,6.118
4149258,13,25,2,25_clockwork3_single__112110110000_shape_set_4_T.jpeg,25_clockwork3_single__112110110000_shape_set_4_T1_paired_difference.jpeg,1,6.458
